0.258574	4.29999	8.60955	1
0.23942	4.42448	8.67659	1
0.162806	4.39575	8.95431	1
0.181959	4.33829	9.2895	1
0.105345	4.41491	9.07881	1
0.0957681	4.38618	9.165	1
0.0861913	4.31914	9.24162	1
0.153229	4.35745	8.61913	1
0.172383	4.32872	8.61913	1
0.21069	4.20422	8.93516	1
0.0957681	4.18506	8.94474	1
0.0766145	4.20422	9.05008	1
0.0670377	4.20422	9.0405	1
0.0670377	4.16591	8.95431	1
0.0957681	4.17549	8.89685	1
0.162806	4.11803	8.88728	1
0.114922	4.07972	8.94474	1
0.0957681	4.0031	9.30866	1
-0.0861913	4.02226	9.30866	1
-0.172383	4.07972	9.32781	1
-0.258574	4.22337	8.96389	1
0.047884	4.73094	7.42202	1
0.392649	5.1619	6.94318	1
0.679953	5.17148	7.95833	1
0.526724	4.46279	8.72447	1
0.363919	3.9648	10.1801	1
0.507571	4.49152	9.64385	1
1.53229	5.76524	7.41245	1
1.5706	5.9855	7.65187	1
0.727837	5.43005	9.57681	1
0.354342	5.09486	9.77792	1
0.411803	5.00867	9.414	1
0.402226	4.96079	9.165	1
-0.114922	4.68306	9.55765	1
-0.162806	4.64475	9.35654	1
-0.201113	4.54898	7.8434	1
0.0383072	4.56814	7.46991	1
0.0574608	4.44364	7.53695	1
0.0287304	4.09887	8.0924	1
-0.114922	3.90734	8.71489	1
-0.47884	3.89776	9.09797	1
-0.316035	3.79242	8.18817	1
-0.00957681	3.80199	8.50421	1
-0.459687	3.57215	9.76834	1
-0.651223	3.61046	10.1897	1
-1.40779	3.85945	10.4291	1
-1.41737	4.15633	10.0173	1
-0.105345	4.03184	8.96389	1
0.143652	4.0893	8.53294	1
-0.373495	3.93607	9.32781	1
-0.373495	3.93607	9.50019	1
0.0574608	3.9648	8.90643	1
0.047884	4.03184	8.94474	1
-0.248997	4.51068	9.29908	1
-0.383072	4.6256	9.09797	1
-0.153229	4.40533	8.69574	1
0.0383072	4.40533	8.97347	1
-0.268151	4.24253	8.67659	1
-0.124498	4.19464	8.67659	1
-0.430956	4.35745	8.49463	1
-0.440533	4.29041	8.67659	1
-0.593762	4.33829	8.94474	1
-0.612916	4.35745	8.65743	1
-0.402226	4.33829	8.50421	1
-0.794875	4.22337	8.84897	1
-0.536301	4.07014	9.2895	1
-0.632069	4.09887	9.14585	1
-0.794875	4.11803	8.66701	1
-0.804452	4.19464	8.73405	1
-0.92895	4.23295	8.73405	1
-0.670377	4.17549	8.85855	1
-0.545878	4.13718	8.66701	1
-0.823605	4.29041	8.85855	1
-0.785298	4.24253	9.73961	1
-1.00556	4.20422	9.414	1
-0.852336	4.17549	8.86812	1
-0.995988	4.18506	9.01178	1
-1.30245	4.24253	8.8777	1
-1.39821	4.31914	8.92558	1
-1.09176	4.27126	8.92558	1
-1.02472	4.15633	9.02135	1
-0.948104	4.09887	9.23204	1
-1.02472	4.10845	8.91601	1
-1.06303	4.27126	8.69574	1
-0.976834	4.29041	8.14029	1
-1.13964	4.24253	8.72447	1
-1.0343	4.11803	8.89685	1
-0.881066	4.02226	8.92558	1
-0.909797	4.07014	8.93516	1
-1.24498	4.14676	8.94474	1
-1.20668	4.27126	8.84897	1
-1.23541	4.22337	9.02135	1
-1.05345	4.20422	9.05966	1
-1.05345	4.15633	7.73806	1
-0.967257	4.35745	8.42759	1
-1.06303	3.97437	9.42358	1
-1.0726	4.01268	9.46189	1
-1.06303	4.31914	8.91601	1
-1.24498	4.36702	8.27436	1
-1.14922	4.2138	8.81066	1
-1.29287	4.0031	9.13627	1
-1.06303	4.06057	8.96389	1
-0.919373	4.0893	8.93516	1
-0.938527	4.20422	8.96389	1
-1.10133	4.2521	8.81066	1
-1.0726	4.0893	9.24162	1
-1.27372	4.14676	9.38527	1
-0.948104	4.09887	9.19373	1
-0.746991	4.1276	8.8777	1
-1.1971	4.34787	8.44674	1
-1.1971	4.23295	8.77235	1
-1.35991	4.09887	9.36612	1
-1.13964	4.16591	9.15543	1
-0.6608	4.2138	8.70532	1
-0.852336	4.20422	8.52336	1
-1.13006	4.18506	8.53294	1
-1.18752	3.99353	9.05008	1
-1.0726	4.19464	9.15543	1
-1.08218	4.2521	8.94474	1
-1.05345	4.31914	8.95431	1
-1.08218	4.29041	8.79151	1
-1.10133	4.20422	8.90643	1
-0.976834	4.09887	8.83939	1
-0.861913	4.04141	8.7532	1
-1.0343	4.0031	9.08839	1
-1.23541	4.30956	8.96389	1
-1.18752	4.38618	8.74362	1
-0.957681	4.27126	8.94474	1
-0.957681	4.18506	9.11712	1
-1.08218	4.02226	8.64786	1
-1.09176	4.07972	8.89685	1
-1.09176	4.15633	8.90643	1
-1.05345	4.20422	8.58082	1
-1.01514	4.23295	9.13627	1
-1.01514	4.17549	9.44273	1
-1.1971	4.2138	8.97347	1
-1.0343	4.2138	8.82024	1
-1.16837	4.0031	7.97748	1
-0.871489	4.07972	8.66701	1
-1.0726	4.03184	9.30866	1
-1.18752	4.13718	9.35654	1
-1.20668	4.36702	8.91601	1
-1.17795	4.35745	8.77235	1
-0.986411	4.02226	8.96389	1
-0.881066	4.0031	9.02135	1
-1.00556	4.24253	8.40844	1
-1.06303	3.97437	8.91601	1
-1.1971	4.11803	9.24162	1
-1.00556	4.10845	8.99262	1
-0.871489	4.16591	8.73405	1
-1.06303	4.2138	8.97347	1
-1.27372	4.07014	9.20331	1
-1.20668	4.09887	9.27035	1
-1.13006	4.17549	8.96389	1
-0.957681	4.09887	8.76278	1
-0.890643	4.20422	8.80109	1
-1.06303	4.17549	8.76278	1
-1.10133	4.14676	8.45632	1
-1.05345	3.97437	8.7532	1
-1.00556	4.04141	9.13627	1
-1.05345	4.14676	8.96389	1
-1.02472	4.13718	9.11712	1
-1.24498	4.20422	9.06924	1
-1.0726	4.22337	8.94474	1
-1.11091	4.10845	8.89685	1
-0.938527	4.0893	8.83939	1
-0.823605	4.06057	8.82024	1
-1.0726	4.15633	8.95431	1
-1.21625	4.22337	9.24162	1
-1.31202	4.24253	9.05008	1
-1.1971	4.23295	8.66701	1
-0.871489	4.20422	8.68616	1
-0.861913	4.10845	8.99262	1
-0.995988	4.19464	9.01178	1
-1.15879	4.22337	8.76278	1
-1.11091	4.29041	8.64786	1
-1.06303	4.1276	9.07881	1
-1.06303	4.17549	9.29908	1
-0.804452	4.07972	9.05966	1
-1.35991	4.24253	8.59997	1
-1.06303	4.22337	8.85855	1
-1.08218	4.20422	9.05008	1
-0.804452	4.15633	9.0022	1
-1.01514	4.11803	8.72447	1
-1.14922	4.34787	8.6287	1
-1.36948	4.22337	8.7532	1
-1.31202	4.18506	8.65743	1
-1.33118	4.13718	9.22246	1
-1.12049	4.06057	9.91199	1
-1.02472	4.29999	9.22246	1
-0.756568	4.29999	8.53294	1
-0.976834	4.18506	8.79151	1
-1.0726	4.17549	8.86812	1
-0.708684	4.10845	8.79151	1
-0.68953	4.14676	8.69574	1
-0.411803	4.16591	8.73405	1
-0.354342	4.20422	9.03093	1
-0.0670377	4.2138	9.11712	1
-0.325611	4.19464	8.96389	1
-0.6608	4.2521	8.89685	1
-0.612916	4.23295	8.79151	1
-0.574608	4.41491	8.53294	1
-0.670377	4.38618	8.51378	1
-0.47884	4.34787	9.0405	1
-0.584185	4.35745	9.02135	1
-0.737414	4.49152	9.22246	1
-0.823605	4.51068	9.0022	1
-0.737414	4.51068	8.55209	1
-0.785298	4.52025	8.76278	1
-0.383072	4.53941	8.91601	1
-0.181959	4.45322	8.44674	1
0.0861913	4.40533	8.58082	1
0.105345	4.36702	8.6287	1
0.153229	4.35745	8.68616	1
0.201113	4.42448	8.66701	1
0.23942	4.47237	8.6287	1
0.201113	4.48195	8.71489	1
-0.105345	4.46279	8.99262	1
-0.0861913	4.47237	9.05008	1
0.0383072	4.52025	8.88728	1
0.0670377	4.52983	8.71489	1
0	4.45322	8.83939	1
-0.00957681	4.40533	8.8777	1
0.0670377	4.47237	8.66701	1
0.105345	4.5011	8.6287	1
0.105345	4.5011	8.7532	1
0.153229	4.45322	8.84897	1
0.373495	4.33829	8.76278	1
0.172383	4.40533	8.83939	1
0	4.39575	9.35654	1
0.047884	4.44364	8.89685	1
0.114922	4.64475	8.6287	1
0.172383	4.54898	8.84897	1
0.181959	4.38618	8.78193	1
