0.258574	4.29999	8.60955
0.23942	4.42448	8.67659
0.162806	4.39575	8.95431
0.181959	4.33829	9.2895
0.105345	4.41491	9.07881
0.0957681	4.38618	9.165
0.0861913	4.31914	9.24162
0.153229	4.35745	8.61913
0.172383	4.32872	8.61913
0.21069	4.20422	8.93516
0.0957681	4.18506	8.94474
0.0766145	4.20422	9.05008
0.0670377	4.20422	9.0405
0.0670377	4.16591	8.95431
0.0957681	4.17549	8.89685
0.162806	4.11803	8.88728
0.114922	4.07972	8.94474
0.0957681	4.0031	9.30866
-0.0861913	4.02226	9.30866
-0.172383	4.07972	9.32781
-0.258574	4.22337	8.96389
0.047884	4.73094	7.42202
0.392649	5.1619	6.94318
0.679953	5.17148	7.95833
0.526724	4.46279	8.72447
0.363919	3.9648	10.1801
0.507571	4.49152	9.64385
1.53229	5.76524	7.41245
1.5706	5.9855	7.65187
0.727837	5.43005	9.57681
0.354342	5.09486	9.77792
0.411803	5.00867	9.414
0.402226	4.96079	9.165
-0.114922	4.68306	9.55765
-0.162806	4.64475	9.35654
-0.201113	4.54898	7.8434
0.0383072	4.56814	7.46991
0.0574608	4.44364	7.53695
0.0287304	4.09887	8.0924
-0.114922	3.90734	8.71489
-0.47884	3.89776	9.09797
-0.316035	3.79242	8.18817
-0.00957681	3.80199	8.50421
-0.459687	3.57215	9.76834
-0.651223	3.61046	10.1897
-1.40779	3.85945	10.4291
-1.41737	4.15633	10.0173
-0.105345	4.03184	8.96389
0.143652	4.0893	8.53294
-0.373495	3.93607	9.32781
-0.373495	3.93607	9.50019
0.0574608	3.9648	8.90643
0.047884	4.03184	8.94474
-0.248997	4.51068	9.29908
-0.383072	4.6256	9.09797
-0.153229	4.40533	8.69574
0.0383072	4.40533	8.97347
-0.268151	4.24253	8.67659
-0.124498	4.19464	8.67659
-0.430956	4.35745	8.49463
-0.440533	4.29041	8.67659
-0.593762	4.33829	8.94474
-0.612916	4.35745	8.65743
-0.402226	4.33829	8.50421
-0.794875	4.22337	8.84897
-0.536301	4.07014	9.2895
-0.632069	4.09887	9.14585
-0.794875	4.11803	8.66701
-0.804452	4.19464	8.73405
-0.92895	4.23295	8.73405
-0.670377	4.17549	8.85855
-0.545878	4.13718	8.66701
-0.823605	4.29041	8.85855
-0.785298	4.24253	9.73961
-1.00556	4.20422	9.414
-0.852336	4.17549	8.86812
-0.995988	4.18506	9.01178
-1.30245	4.24253	8.8777
-1.39821	4.31914	8.92558
-1.09176	4.27126	8.92558
-1.02472	4.15633	9.02135
-0.948104	4.09887	9.23204
-1.02472	4.10845	8.91601
-1.06303	4.27126	8.69574
-0.976834	4.29041	8.14029
-1.13964	4.24253	8.72447
-1.0343	4.11803	8.89685
-0.881066	4.02226	8.92558
-0.909797	4.07014	8.93516
-1.24498	4.14676	8.94474
-1.20668	4.27126	8.84897
-1.23541	4.22337	9.02135
-1.05345	4.20422	9.05966
-1.05345	4.15633	7.73806
-0.967257	4.35745	8.42759
-1.06303	3.97437	9.42358
-1.0726	4.01268	9.46189
-1.06303	4.31914	8.91601
-1.24498	4.36702	8.27436
-1.14922	4.2138	8.81066
-1.29287	4.0031	9.13627
-1.06303	4.06057	8.96389
-0.919373	4.0893	8.93516
-0.938527	4.20422	8.96389
-1.10133	4.2521	8.81066
-1.0726	4.0893	9.24162
-1.27372	4.14676	9.38527
-0.948104	4.09887	9.19373
-0.746991	4.1276	8.8777
-1.1971	4.34787	8.44674
-1.1971	4.23295	8.77235
-1.35991	4.09887	9.36612
-1.13964	4.16591	9.15543
-0.6608	4.2138	8.70532
-0.852336	4.20422	8.52336
-1.13006	4.18506	8.53294
-1.18752	3.99353	9.05008
-1.0726	4.19464	9.15543
-1.08218	4.2521	8.94474
-1.05345	4.31914	8.95431
-1.08218	4.29041	8.79151
-1.10133	4.20422	8.90643
-0.976834	4.09887	8.83939
-0.861913	4.04141	8.7532
-1.0343	4.0031	9.08839
-1.23541	4.30956	8.96389
